Species,ID,Date,Sex,WingSize,L2Length
D_acutila,ACU1117.TIF,05_Sep_01,F,0.2061793558,0.5544668441
D_acutila,ACU1120.TIF,05_Sep_01,F,0.2098302069,0.5513157131
D_acutila,ACU1121.TIF,05_Sep_01,F,0.1593664792,0.4875542976
D_acutila,ACU1122.TIF,05_Sep_01,F,0.2003540976,0.5569187904
D_acutila,ACU1167.TIF,17_Sep_01,F,0.1624065051,0.5157234007
D_acutila,ACU1168.TIF,17_Sep_01,F,0.1869248445,0.5352773952
D_acutila,ACU1169.TIF,17_Sep_01,F,0.1306748505,0.480479874
D_acutila,ACU1170.TIF,17_Sep_01,F,0.1104029616,0.4427611835
D_acutila,ACU1171.TIF,17_Sep_01,F,0.1228220072,0.4930010451
D_acutila,ACU1172.TIF,17_Sep_01,F,0.218867759,0.5546188355
D_acutila,ACU1173.TIF,17_Sep_01,F,0.0531551274,0.3984806505
D_acutila,ACU1174.TIF,17_Sep_01,F,0.1625420157,0.5308163676
D_acutila,ACU1175.TIF,17_Sep_01,F,0.2673939293,0.5917714513
D_acutila,ACU1176.TIF,17_Sep_01,F,0.2069830006,0.5176344265
D_acutila,ACU1177.TIF,17_Sep_01,F,0.2574391125,0.5898739375
D_acutila,ACU1178.TIF,17_Sep_01,F,0.2937731017,0.6188667942
D_acutila,ACU1179.TIF,17_Sep_01,F,0.2051346142,0.5736387928
D_acutila,ACU1180.TIF,17_Sep_01,F,0.237285116,0.5886464487
D_acutila,ACU1181.TIF,17_Sep_01,F,0.2441055411,0.5927117831
D_acutila,ACU1182.TIF,17_Sep_01,F,0.2401308694,0.5688364713
D_acutila,ACU1183.TIF,17_Sep_01,F,0.208211858,0.544921794
D_acutila,ACU1184.TIF,17_Sep_01,F,0.1960143544,0.4925927638
D_acutila,ACU1185.TIF,17_Sep_01,F,0.1931280617,0.5229772631
D_acutila,ACU1186.TIF,17_Sep_01,F,0.1470275105,0.4734454816
D_acutila,ACU1187.TIF,17_Sep_01,F,0.2244649726,0.5589399978
D_acutila,ACU1188.TIF,17_Sep_01,F,0.14620839,0.4558872311
D_acutila,ACU1189.TIF,17_Sep_01,F,0.1896769253,0.5290904219
D_acutila,ACU1190.TIF,17_Sep_01,F,0.2352276376,0.5675787067
D_acutila,ACU1191.TIF,17_Sep_01,F,0.1919840154,0.5006746079
D_acutila,ACU1192.TIF,17_Sep_01,F,0.2132692616,0.5289641094
D_acutila,ACU1193.TIF,17_Sep_01,F,0.1557565266,0.4631623604
D_acutila,ACU1194.TIF,17_Sep_01,F,0.2728295694,0.6208716717
D_acutila,ACU1195.TIF,17_Sep_01,F,0.276393179,0.632801414
D_acutila,ACU1196.TIF,17_Sep_01,F,0.2542174552,0.6146308904
D_acutila,ACU1197.TIF,17_Sep_01,F,0.2459379118,0.6180819754
D_acutila,ACU1198.TIF,17_Sep_01,F,0.1298530763,0.4486986191
D_acutila,ACU1199.TIF,17_Sep_01,F,0.2268421258,0.5462231132
D_acutila,ACU1200.TIF,17_Sep_01,F,0.2608948748,0.6089656173
D_acutila,ACU1201.TIF,24_Sep_01,F,0.2428929203,0.6049718199
D_acutila,ACU1202.TIF,24_Sep_01,F,0.1175282363,0.4437756066
D_acutila,ACU1203.TIF,24_Sep_01,F,0.1248971879,0.4431212585
D_acutila,ACU1204.TIF,24_Sep_01,F,0.1137197525,0.4401089062
D_acutila,ACU1205.TIF,24_Sep_01,F,0.0572009156,0.3702121922
D_acutila,ACU1206.TIF,24_Sep_01,F,0.2238532356,0.575665294
D_acutila,ACU1207.TIF,24_Sep_01,F,0.0098040827,0.3208769593
D_acutila,ACU1208.TIF,24_Sep_01,F,0.1233417329,0.4721449732
D_acutila,ACU1209.TIF,24_Sep_01,F,0.1593878897,0.497593859
D_acutila,ACU1210.TIF,24_Sep_01,F,0.1245479963,0.4618298842
D_acutila,ACU1211.TIF,24_Sep_01,F,0.1560132095,0.490311644
D_acutila,ACU1212.TIF,24_Sep_01,F,0.1935259173,0.5265645452
D_acutila,ACU1213.TIF,24_Sep_01,F,0.0919408469,0.4318454332
D_acutila,ACU1214.TIF,24_Sep_01,F,0.1328017426,0.464947752
D_acutila,ACU1215.TIF,24_Sep_01,F,0.2109231589,0.5673354519
D_acutila,ACU1216.TIF,24_Sep_01,F,0.2328521676,0.5772356492
D_acutila,ACU1217.TIF,24_Sep_01,F,0.192789683,0.5071334368
D_acutila,ACU1218.TIF,24_Sep_01,F,0.1608563979,0.5136802507
D_acutila,ACU1219.TIF,24_Sep_01,F,0.1996594606,0.5309886967
D_acutila,ACU1220.TIF,24_Sep_01,F,0.2260589832,0.5554757695
D_acutila,ACU1221.TIF,24_Sep_01,F,0.1221843144,0.4518654922
D_acutila,ACU1222.TIF,24_Sep_01,F,0.23015062050000001,0.5569231023
D_acutila,ACU1223.TIF,24_Sep_01,F,0.1456803048,0.4713312204
D_acutila,ACU1224.TIF,24_Sep_01,F,0.2160122806,0.5497293643
D_acutila,ACU1225.TIF,24_Sep_01,F,0.1898895287,0.5065748985
D_acutila,ACU1226.TIF,24_Sep_01,F,0.2051706393,0.5415210593
D_acutila,ACU1227.TIF,24_Sep_01,F,0.1661846892,0.5161149678
D_acutila,ACU1228.TIF,24_Sep_01,F,0.1686397618,0.5178397153
D_acutila,ACU1229.TIF,24_Sep_01,F,0.1652011573,0.517468498
D_acutila,ACU1230.TIF,24_Sep_01,F,0.1846174436,0.5388062263
D_acutila,ACU1231.TIF,24_Sep_01,F,0.0908147677,0.3982848991
D_acutila,ACU1000.TIF,19_May_01,M,0.2245439859,0.5947358714
D_acutila,ACU1001.TIF,19_May_01,M,0.2127186191,0.5897780612
D_acutila,ACU1007.TIF,24_Jul_01,M,0.1433940094,0.4898356119
D_acutila,ACU1008.TIF,24_Jul_01,M,1.720331e-4,0.3652009852
D_acutila,ACU1011.TIF,24_Jul_01,M,0.1125320446,0.4555895515
D_acutila,ACU1012.TIF,24_Jul_01,M,0.1224521637,0.4859389438
D_acutila,ACU1017.TIF,24_Jul_01,M,0.0339568959,0.3852926124
D_acutila,ACU1019.TIF,24_Jul_01,M,0.061550378,0.3849180039
D_acutila,ACU1024.TIF,24_Jul_01,M,0.077455694,0.4386232431
D_acutila,ACU1027.TIF,24_Jul_01,M,0.0875577692,0.4369690736
D_acutila,ACU1036.TIF,24_Jul_01,M,0.0456208951,0.4021282092
D_acutila,ACU1037.TIF,24_Jul_01,M,0.0922323911,0.4267894327
D_acutila,ACU1038.TIF,24_Jul_01,M,0.1473016874,0.5141116102
D_acutila,ACU1046.TIF,24_Jul_01,M,0.0725289805,0.4046046032
D_acutila,ACU1047.TIF,24_Jul_01,M,0.1316223896,0.4702771673
D_acutila,ACU1050.TIF,05_Sep_01,M,0.0478523672,0.4107639824
D_acutila,ACU1051.TIF,05_Sep_01,M,0.0983037174,0.4695399804
D_acutila,ACU1052.TIF,05_Sep_01,M,0.0810040191,0.4524984831
D_acutila,ACU1053.TIF,05_Sep_01,M,0.1096649405,0.48021113520000003
D_acutila,ACU1055.TIF,05_Sep_01,M,-3.754756e-4,0.3168461774
D_acutila,ACU1056.TIF,05_Sep_01,M,0.1528807958,0.4791622487
D_acutila,ACU1057.TIF,05_Sep_01,M,0.0595627635,0.417229483
D_acutila,ACU1058.TIF,05_Sep_01,M,0.0784317656,0.408685251
D_acutila,ACU1065.TIF,05_Sep_01,M,0.1049320332,0.4332821119
D_acutila,ACU1066.TIF,05_Sep_01,M,0.0868094797,0.3916769582
D_acutila,ACU1067.TIF,05_Sep_01,M,0.1106538467,0.416689376
D_acutila,ACU1068.TIF,05_Sep_01,M,0.0893852377,0.4093141153
D_acutila,ACU1069.TIF,05_Sep_01,M,0.134477054,0.469395897
D_acutila,ACU1070.TIF,05_Sep_01,M,0.1298566373,0.4642473815
D_acutila,ACU1071.TIF,05_Sep_01,M,0.0452756547,0.3950852102
D_acutila,ACU1072.TIF,05_Sep_01,M,0.1310553274,0.4884018608
D_acutila,ACU1073.TIF,05_Sep_01,M,0.1336844559,0.498655552
D_acutila,ACU1074.TIF,05_Sep_01,M,0.1169461244,0.4656240917
D_acutila,ACU1075.TIF,05_Sep_01,M,0.0435654234,0.3762789835
D_acutila,ACU1076.TIF,05_Sep_01,M,0.0770879125,0.4402647911
D_acutila,ACU1077.TIF,05_Sep_01,M,0.083474336,0.4307743615
D_acutila,ACU1079.TIF,05_Sep_01,M,0.1545125008,0.5052040518
D_acutila,ACU1080.TIF,05_Sep_01,M,0.0156853916,0.3276841142
D_acutila,ACU1081.TIF,05_Sep_01,M,0.0802796039,0.4125290307
D_acutila,ACU1082.TIF,05_Sep_01,M,0.0988394794,0.4095163016
D_acutila,ACU1083.TIF,05_Sep_01,M,0.0917817971,0.3895090658
D_acutila,ACU1084.TIF,05_Sep_01,M,0.0862490097,0.4126004118
D_acutila,ACU1085.TIF,05_Sep_01,M,0.1101841538,0.4558476821
D_acutila,ACU1086.TIF,05_Sep_01,M,0.0630493585,0.3737807587
D_acutila,ACU1087.TIF,05_Sep_01,M,0.0982100574,0.4602326449
D_acutila,ACU1088.TIF,05_Sep_01,M,0.0732135114,0.3729471658
D_acutila,ACU1105.TIF,05_Sep_01,M,0.1003368079,0.4463105694
D_acutila,ACU1106.TIF,05_Sep_01,M,0.0711656118,0.3767482851
D_acutila,ACU1107.TIF,05_Sep_01,M,0.1262901298,0.4574127295
D_acutila,ACU1108.TIF,05_Sep_01,M,0.0959343389,0.4242062338
D_acutila,ACU1109.TIF,05_Sep_01,M,0.107437841,0.4201894339
D_acutila,ACU1110.TIF,05_Sep_01,M,0.1131458217,0.4565052199
D_acutila,ACU1111.TIF,05_Sep_01,M,0.137783207,0.4722357658
D_acutila,ACU1112.TIF,05_Sep_01,M,0.1027426248,0.4344700326
D_acutila,ACU1113.TIF,05_Sep_01,M,0.1405637696,0.4954973325
D_acutila,ACU1118.TIF,05_Sep_01,M,0.0230609642,0.3454662074
D_acutila,ACU1119.TIF,05_Sep_01,M,0.1296025424,0.4762021981
D_acutila,ACU1123.TIF,06_Sep_01,M,-0.0122073137,0.3139328035
D_acutila,ACU1124.TIF,06_Sep_01,M,0.0997472056,0.4416071862
D_acutila,ACU1125.TIF,06_Sep_01,M,0.096922027,0.41766915
D_acutila,ACU1126.TIF,06_Sep_01,M,-0.001356895,0.3208401346
D_acutila,ACU1127.TIF,06_Sep_01,M,0.1352700954,0.4828627663
D_acutila,ACU1128.TIF,10_Sep_01,M,0.06364209,0.4026854621
D_acutila,ACU1129.TIF,10_Sep_01,M,0.0706880533,0.4069183736
D_acutila,ACU1130.TIF,10_Sep_01,M,0.003738438,0.3460966828
D_acutila,ACU1131.TIF,10_Sep_01,M,3.52801e-4,0.3357046895
D_acutila,ACU1132.TIF,10_Sep_01,M,-0.0050921416,0.3489866565
D_acutila,ACU1133.TIF,12_Sep_01,M,0.0304026785,0.3672708039
D_acutila,ACU1134.TIF,12_Sep_01,M,0.1194835352,0.4686929199
D_acutila,ACU1135.TIF,12_Sep_01,M,0.0300690638,0.3789533596
D_acutila,ACU1136.TIF,12_Sep_01,M,-0.0208975105,0.3231079248
D_acutila,ACU1137.TIF,12_Sep_01,M,-0.0374386279,0.283909972
D_acutila,ACU1138.TIF,12_Sep_01,M,0.0615550096,0.3903056828
D_acutila,ACU1139.TIF,12_Sep_01,M,-0.02241728,0.3104843478
D_acutila,ACU1140.TIF,12_Sep_01,M,0.0359536885,0.3611374119
D_acutila,ACU1141.TIF,12_Sep_01,M,0.0721441817,0.4185093066
D_acutila,ACU1142.TIF,12_Sep_01,M,-0.1398017982,0.1474199167
D_acutila,ACU1143.TIF,12_Sep_01,M,0.01916368,0.3347481701
D_acutila,ACU1144.TIF,12_Sep_01,M,0.0431103371,0.3930776853
D_acutila,ACU1145.TIF,12_Sep_01,M,-0.0198780007,0.3139488371
D_acutila,ACU1146.TIF,12_Sep_01,M,0.0489403582,0.37969868
D_acutila,ACU1147.TIF,12_Sep_01,M,0.1210994134,0.4802459243
D_acutila,ACU1148.TIF,12_Sep_01,M,0.0174080718,0.3279907615
D_acutila,ACU1149.TIF,12_Sep_01,M,-0.0118705572,0.3182043779
D_acutila,ACU1150.TIF,12_Sep_01,M,0.0250584268,0.3689204327
D_acutila,ACU1151.TIF,12_Sep_01,M,-0.0381844099,0.271660244
D_acutila,ACU1152.TIF,12_Sep_01,M,-0.0085522397,0.319797826
D_acutila,ACU1153.TIF,12_Sep_01,M,0.0398911654,0.3707487539
D_acutila,ACU1154.TIF,12_Sep_01,M,0.0719931033,0.4372698211
D_acutila,ACU1155.TIF,12_Sep_01,M,0.0717807773,0.4104574689
D_acutila,ACU1156.TIF,12_Sep_01,M,0.0387241266,0.3540082441
D_acutila,ACU1157.TIF,12_Sep_01,M,0.0466195734,0.4147218722
D_acutila,ACU1158.TIF,12_Sep_01,M,0.1335886937,0.4883166017
D_acutila,ACU1159.TIF,12_Sep_01,M,-0.0023059584,0.2888308144
D_acutila,ACU1160.TIF,12_Sep_01,M,0.0873051514,0.437513467
D_acutila,ACU1161.TIF,12_Sep_01,M,0.048350536,0.3890956573
D_acutila,ACU1162.TIF,12_Sep_01,M,0.0421749764,0.3602265536
D_acutila,ACU1163.TIF,12_Sep_01,M,0.0625304652,0.4336032671
D_acutila,ACU1164.TIF,12_Sep_01,M,0.0782502896,0.4251816886
D_acutila,ACU1165.TIF,12_Sep_01,M,0.0910426408,0.4230965918
D_acutila,ACU1166.TIF,12_Sep_01,M,-0.0071856669,0.345632486
D_algonqu,ALG1009.TIF,06_Nov_02,F,0.4004143323,0.6817019692
D_algonqu,ALG1010.TIF,06_Nov_02,F,0.3672324693,0.651287305
D_algonqu,ALG1011.TIF,06_Nov_02,F,0.414654222,0.6881050127
D_algonqu,ALG1012.TIF,06_Nov_02,F,0.4235783027,0.7126240131
D_algonqu,ALG1013.TIF,06_Nov_02,F,0.347441138,0.6301616704
D_algonqu,ALG1014.TIF,06_Nov_02,F,0.4349146118,0.726152879
D_algonqu,ALG1015.TIF,06_Nov_02,F,0.3919610324,0.6719139875
D_algonqu,ALG1016.TIF,06_Nov_02,F,0.4117885581,0.7125622346
D_algonqu,ALG1017.TIF,06_Nov_02,F,0.3890206255,0.6682349434
D_algonqu,ALG1018.TIF,06_Nov_02,F,0.3960712401,0.6847082064
D_algonqu,ALG1022.TIF,06_Nov_02,F,0.3661728058,0.6797661297
D_algonqu,ALG1023.TIF,06_Nov_02,F,0.3900161113,0.6623853949
D_algonqu,ALG1024.TIF,06_Nov_02,F,0.3720777531,0.6540619971
D_algonqu,ALG1025.TIF,06_Nov_02,F,0.3305130251,0.6233976777
D_algonqu,ALG1026.TIF,06_Nov_02,F,0.332859867,0.6124900186
D_algonqu,ALG1027.TIF,06_Nov_02,F,0.4138970295,0.6949209734
D_algonqu,ALG1028.TIF,06_Nov_02,F,0.3828814789,0.6354220667
D_algonqu,ALG1029.TIF,06_Nov_02,F,0.3920455327,0.6624045659
D_algonqu,ALG1030.TIF,06_Nov_02,F,0.3314881227,0.615758781
D_algonqu,ALG1031.TIF,06_Nov_02,F,0.380965948,0.6623587894
D_algonqu,ALG1032.TIF,06_Nov_02,F,0.2559795303,0.509408502
D_algonqu,ALG1033.TIF,06_Nov_02,F,0.249198347,0.536965343
D_algonqu,ALG1034.TIF,06_Nov_02,F,0.2074944761,0.4914075679
D_algonqu,ALG1042.TIF,06_Nov_02,F,0.4096423715,0.6908622782
D_algonqu,ALG1043.TIF,06_Nov_02,F,0.4213025565,0.6943527298
D_algonqu,ALG1044.TIF,06_Nov_02,F,0.3374521474,0.5981273014
D_algonqu,ALG1045.TIF,06_Nov_02,F,0.409813335,0.7151576996
D_algonqu,ALG1046.TIF,06_Nov_02,F,0.2723885311,0.5458831162
D_algonqu,ALG1047.TIF,06_Nov_02,F,0.3201733416,0.6110794001
D_algonqu,ALG1048.TIF,06_Nov_02,F,0.3282964266,0.5954706088
D_algonqu,ALG1049.TIF,06_Nov_02,F,0.30025664480000003,0.5975585299
D_algonqu,ALG1050.TIF,06_Nov_02,F,0.3342340763,0.6197937454
D_algonqu,ALG1051.TIF,06_Nov_02,F,0.3791235196,0.6707474867
D_algonqu,ALG1052.TIF,06_Nov_02,F,0.2886864794,0.5766356498
D_algonqu,ALG1053.TIF,06_Nov_02,F,0.3483713582,0.6310704557
D_algonqu,ALG1054.TIF,06_Nov_02,F,0.389570895,0.6761988268
D_algonqu,ALG1055.TIF,06_Nov_02,F,0.4159891157,0.7291977048
D_algonqu,ALG1056.TIF,06_Nov_02,F,0.3279100482,0.6352066562
D_algonqu,ALG1057.TIF,06_Nov_02,F,0.1776572999,0.4597044725
D_algonqu,ALG1058.TIF,06_Nov_02,F,0.3522791317,0.6279952226
D_algonqu,ALG1059.TIF,06_Nov_02,F,0.3248595662,0.602135236
D_algonqu,ALG1060.TIF,06_Nov_02,F,0.434544492,0.7240817272
D_algonqu,ALG1061.TIF,06_Nov_02,F,0.4048891923,0.7049243591
D_algonqu,ALG1062.TIF,06_Nov_02,F,0.3945182466,0.6877148026
D_algonqu,ALG1063.TIF,06_Nov_02,F,0.4090673216,0.7012166381
D_algonqu,ALG1068.TIF,06_Nov_02,F,0.4069329565,0.6945570319
D_algonqu,ALG1069.TIF,06_Nov_02,F,0.2734360416,0.561289471
D_algonqu,ALG1070.TIF,06_Nov_02,F,0.2470124235,0.5362702958
D_algonqu,ALG1071.TIF,06_Nov_02,F,0.0652009735,0.3153746501
D_algonqu,ALG1072.TIF,06_Nov_02,F,0.3653225705,0.6706349795
D_algonqu,ALG1073.TIF,06_Nov_02,F,0.3064998395,0.6007374859
D_algonqu,ALG1074.TIF,06_Nov_02,F,0.2450451432,0.532027562
D_algonqu,ALG1075.TIF,06_Nov_02,F,0.3759839586,0.6706744673
D_algonqu,ALG1076.TIF,06_Nov_02,F,0.3823483614,0.6834848273
D_algonqu,ALG1077.TIF,06_Nov_02,F,0.3269242079,0.624603067
D_algonqu,ALG1078.TIF,06_Nov_02,F,0.3091624165,0.6169127605
D_algonqu,ALG1079.TIF,06_Nov_02,F,0.3657379822,0.6208856874
D_algonqu,ALG1080.TIF,06_Nov_02,F,0.3438952271,0.6332687033
D_algonqu,ALG1089.TIF,06_Nov_02,F,0.3814536631,0.6893983754
D_algonqu,ALG1090.TIF,06_Nov_02,F,0.4149056205,0.719422604
D_algonqu,ALG1092.TIF,06_Nov_02,F,0.3416864091,0.6342475578
D_algonqu,ALG1093.TIF,06_Nov_02,F,0.3801675128,0.6602770289
D_algonqu,ALG1094.TIF,06_Nov_02,F,0.3788131944,0.6697807421
D_algonqu,ALG1095.TIF,06_Nov_02,F,0.381281599,0.6837492915
D_algonqu,ALG1096.TIF,06_Nov_02,F,0.3920557458,0.6771032535
D_algonqu,ALG1097.TIF,06_Nov_02,F,0.3208436425,0.6480019595
D_algonqu,ALG1098.TIF,06_Nov_02,F,0.3996661073,0.697134472
D_algonqu,ALG1099.TIF,06_Nov_02,F,0.2307648973,0.5296515319
D_algonqu,ALG1100.TIF,06_Nov_02,F,0.3834180388,0.6645783997
D_algonqu,ALG1101.TIF,06_Nov_02,F,0.2829836266,0.5411969358
D_algonqu,ALG1102.TIF,06_Nov_02,F,0.4054938903,0.6951856559
D_algonqu,ALG1103.TIF,06_Nov_02,F,0.2727159909,0.5600393789
D_algonqu,ALG1104.TIF,06_Nov_02,F,0.4100714283,0.7159208167
D_algonqu,ALG1105.TIF,06_Nov_02,F,0.4088966736,0.6968277162
D_algonqu,ALG1106.TIF,06_Nov_02,F,0.3374360627,0.6180728889
D_algonqu,ALG1107.TIF,06_Nov_02,F,0.349169311,0.6542977562
D_algonqu,ALG1108.TIF,06_Nov_02,F,0.3609484717,0.6477999627
D_algonqu,ALG1109.TIF,06_Nov_02,F,0.3769005452,0.6690543499
D_algonqu,ALG1110.TIF,06_Nov_02,F,0.3861407789,0.6510861771
D_algonqu,ALG1111.TIF,06_Nov_02,F,0.2568140873,0.5247262347
D_algonqu,ALG1112.TIF,06_Nov_02,F,0.3931395392,0.6698683599
D_algonqu,ALG1113.TIF,06_Nov_02,F,0.3417042219,0.622222421
D_algonqu,ALG1114.TIF,06_Nov_02,F,0.3556483848,0.6409289935
D_algonqu,ALG1115.TIF,06_Nov_02,F,0.2495931091,0.4960111761
D_algonqu,ALG1116.TIF,06_Nov_02,F,0.4057337276,0.6886046782
D_algonqu,ALG1117.TIF,06_Nov_02,F,0.206631732,0.5060916232
D_algonqu,ALG1140.TIF,14_Nov_02,F,0.3375991087,0.6282731649
D_algonqu,ALG1141.TIF,14_Nov_02,F,0.3487705631,0.6469131908
D_algonqu,ALG1142.TIF,14_Nov_02,F,0.3532478063,0.641968141
D_algonqu,ALG1143.TIF,14_Nov_02,F,0.3430192374,0.6253182351
D_algonqu,ALG1144.TIF,14_Nov_02,F,0.3586410489,0.6655328312
D_algonqu,ALG1145.TIF,14_Nov_02,F,0.3831705132,0.6576558907
D_algonqu,ALG1146.TIF,14_Nov_02,F,0.3235627204,0.6175000997
D_algonqu,ALG1165.TIF,14_Nov_02,F,0.3775179845,0.6850455424
D_algonqu,ALG1166.TIF,14_Nov_02,F,0.3546080285,0.654955214
D_algonqu,ALG1167.TIF,14_Nov_02,F,0.2734535055,0.5481426446
D_algonqu,ALG1168.TIF,14_Nov_02,F,0.3967067098,0.708622284
D_algonqu,ALG1169.TIF,14_Nov_02,F,0.2922720833,0.5865618542
D_algonqu,ALG1170.TIF,14_Nov_02,F,0.3472923702,0.6316848149
D_algonqu,ALG1171.TIF,14_Nov_02,F,0.386200714,0.6984265385
D_algonqu,ALG1172.TIF,14_Nov_02,F,0.3798621267,0.6390808611
D_algonqu,ALG1173.TIF,14_Nov_02,F,0.4199034586,0.7113256387
D_algonqu,ALG1174.TIF,14_Nov_02,F,0.3871849275,0.6660341939
D_algonqu,ALG1175.TIF,14_Nov_02,F,0.3258623639,0.6160569769
D_algonqu,ALG1176.TIF,14_Nov_02,F,0.3029027629,0.5806218936
D_algonqu,ALG1177.TIF,14_Nov_02,F,0.3647857021,0.6584026637
D_algonqu,ALG1178.TIF,14_Nov_02,F,0.3562118365,0.6329488609
D_algonqu,ALG1179.TIF,14_Nov_02,F,0.4110450143,0.7209452176
D_algonqu,ALG1180.TIF,14_Nov_02,F,0.2677543012,0.5457285299
D_algonqu,ALG1181.TIF,14_Nov_02,F,0.3838293564,0.6574141216
D_algonqu,ALG1182.TIF,14_Nov_02,F,0.3726533211,0.6611048109
D_algonqu,ALG1183.TIF,14_Nov_02,F,0.3824163682,0.6519697332
D_algonqu,ALG1184.TIF,14_Nov_02,F,0.2340579359,0.5119636206
D_algonqu,ALG1185.TIF,14_Nov_02,F,0.3757804147,0.6614231576
D_algonqu,ALG1186.TIF,14_Nov_02,F,0.4207895302,0.7192761352
D_algonqu,ALG1187.TIF,14_Nov_02,F,0.3524524876,0.6247671417
D_algonqu,ALG1188.TIF,14_Nov_02,F,0.3427479146,0.659454625
D_algonqu,ALG1189.TIF,14_Nov_02,F,0.385275213,0.6840096913
D_algonqu,ALG1190.TIF,14_Nov_02,F,0.36345517979999997,0.6517143832
D_algonqu,ALG1191.TIF,14_Nov_02,F,0.3818950238,0.6654071666
D_algonqu,ALG1192.TIF,14_Nov_02,F,0.3683736811,0.6587053749
D_algonqu,ALG1193.TIF,14_Nov_02,F,0.3247077153,0.6341857202
D_algonqu,ALG1194.TIF,14_Nov_02,F,0.3606639159,0.6174490481
D_algonqu,ALG1195.TIF,14_Nov_02,F,0.355895763,0.639558739
D_algonqu,ALG1196.TIF,14_Nov_02,F,0.3435082938,0.6351390629
D_algonqu,ALG1197.TIF,14_Nov_02,F,0.358552625,0.631744822
D_algonqu,ALG1198.TIF,14_Nov_02,F,0.2339628046,0.5173787866
D_algonqu,ALG1199.TIF,14_Nov_02,F,0.3255671552,0.6119199444
D_algonqu,ALG1225.TIF,14_Nov_02,F,0.3776467647,0.6550605302
D_algonqu,ALG1226.TIF,14_Nov_02,F,0.3619233874,0.6414239858
D_algonqu,ALG1227.TIF,14_Nov_02,F,0.4030074058,0.6781751328
D_algonqu,ALG1228.TIF,14_Nov_02,F,0.2559012747,0.5205856398
D_algonqu,ALG1229.TIF,14_Nov_02,F,0.3626206988,0.6390150306
D_algonqu,ALG1230.TIF,14_Nov_02,F,0.3429247244,0.6541501309
D_algonqu,ALG1231.TIF,14_Nov_02,F,0.0438273379,0.2991622114
D_algonqu,ALG1232.TIF,14_Nov_02,F,0.3840988556,0.6414127025
D_algonqu,ALG1233.TIF,14_Nov_02,F,0.3023373586,0.5523767631
D_algonqu,ALG1234.TIF,14_Nov_02,F,0.3712209036,0.6499335371
D_algonqu,ALG1235.TIF,14_Nov_02,F,0.3283396887,0.6290320588
D_algonqu,ALG1236.TIF,14_Nov_02,F,0.2646908902,0.5476965931
D_algonqu,ALG1237.TIF,14_Nov_02,F,0.3526883172,0.6261318848
